INDEX,도메인,카테고리,상품명,상품평,데이터구분
27165,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"설치 기사님 두 분 오셔서 빠르고 깔끔하게 설치해 주셔서 만족하고, 소비 전력도 1등급이라서 아주 만족합니다
저렴한 가격에 구매했습니다.",쇼핑몰
27166,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"다소 확정 일자가 늦어졌지만 설치는 빨라 그런대로 만족합니다. 생각보다 용량이 크지 않은 것 같아 실망입니다
사이즈가 작아서 걱정했는데 공간활용하기에도 적당해요",쇼핑몰
27167,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"배송 서비스 빠르고 친절하게 설치되어 매우 만족합니다. 소비 전력도 1등급이라서 너무 마음에 듭니다  
고급스런 디자인이라 마음에 들어요
",쇼핑몰
27168,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),배송 설치 받은 후 며칠 만에 물이 새고 제품 이상이 생겨 매우 화가 납니다. 서비스 기사님 방문했는데 이상 없다고 환불도 불가해 너무 화가 납니다 비싸게 산걸 생각하면 너무 화가 납니다,쇼핑몰
27169,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"빅 세일 기간 파격 할인받아 저렴하게 구매해 너무 좋습니다. 설치 기사님도 친절하고 깔끔히 설치해 주셔서 부모님이 좋아하셨습니다.
성능이 최고인것같아 맘에드네요",쇼핑몰
27170,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),가격 대비 가성비 좋은 상품 구매해 좋습니다. 근데 디자인이 옛날 디자인이라서 좀 촌스러워요ㅋㅋ,쇼핑몰
27171,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"배송이 빨리와서 좋았습니다. 매장보다 가격이 저렴해서 아주 만족 스럽습니다.
제가 좋아하는 색깔이라 너무 좋았습니다.",쇼핑몰
27172,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),제가 구매 이후 가격이 많이 인하되어 기분이 좋지 않습니다. 디자인도 촌스러워 실망ㅠㅠ,쇼핑몰
27173,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"부모님 선물해 드렸는데 용량 크다고 만족해하세요. 설치 기사님도 친절하셨다고 해서 기분이 좋습니다
사이즈가 커서 보기만해도 기분이 좋네요",쇼핑몰
27174,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"저렴한 가격에 구매해서 만족 합니다 . 설치 기사님도 친절하셔서 좋았던 것 같아요
용량이 커서 좋네요

",쇼핑몰
27175,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"선물했는데 빠른 배송 깔끔한 설치가 만족스럽습니다. 근데 소음이 있다고 해서 아쉬웠어요
깔끔한 디자인이 정말 마음에 드네요",쇼핑몰
27176,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"저렴한 가격에 구매해서 만족하고, 소비 전력도 1등급 이라서 아주 만족 합니다 . 상품 성능도 너무나 좋습니다",쇼핑몰
27177,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),원래 넣으려고 했던 공간에 사이즈가 잘 맞아 아주 만족스럽습니다. 김치통은 커서 좋았습니다. 하지만 김치통이 좀 무거워서 사용하기 좀 불편합니다 ㅠㅠ,쇼핑몰
27178,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"김치통이 생각보다 크고 무거워 사용하기 불편해요. 디자인도  좀 촌스러운 것 같아 실망입니다. 
",쇼핑몰
27179,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"가격도 합리적으로 잘 산 것 같아 기분이 좋아요. 배송 서비스  친절하게 설치되어 매우 만족합니다.
소비전력이 1등급이라 완전 굿이에요
",쇼핑몰
27180,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"다소 늦은 배송 및 설치가 기분이 좋지 않네요ㅠㅠ 219리터라고 해서 샀는데 용량이 별로 안 커서 아쉽습니다.
사이즈가 작아서 실망스러워요
",쇼핑몰
27181,가전,주방가전,디** ○○ 김** (2022년형),"가격도 합리적으로 잘 산 것 같아 기분이 좋아요^^ 구매 후 해피콜 주신다고 했는데 당일 전화 후 당일 설치 되 당황했네요 
구매한 제품 표면의 스크래치를 확인하고는 너무 기분나빴어요.
",쇼핑몰
27183,가전,주방가전,디** ○○ 김** (2022년형),"제조사에서  직배송 해 주셨고 기사님 친절한 설명 및 깔끔한 설치가 마음에 듭니다. 디자인이 세련되지 않고 촌스러운 감이 있는 것 같아 아쉽습니다
품질과 믿음의 ○○○. 믿고 쓰게 됩니다",쇼핑몰
27184,가전,주방가전,디** ○○ 김** (2022년형),"매장보다 저렴하게 구입해서 너무 좋습니다. 생각보다 소리 큰 거 같아서 매우 거슬려요
",쇼핑몰
27185,가전,주방가전,디** ○○ 김** (2022년형),저희 집 위치 상 이동이 불편 한데 기사님들이 불평불만 없이 친절하게 설치해셔서 감동했습니다. 디자인도 깔끔해서 더욱 마음에 듭니다 . 저렴하게 구매해서 좋아요,쇼핑몰
27186,가전,주방가전,디** ○○ 김** (2022년형),"김장철 이라서 배송 늦을 까봐 걱정 했는데 빠르게 배송 되어 좋습니다. 구성품에 있는 김치통이 참 좋네요
내부용량이 커서 맘에 들어요",쇼핑몰
27187,가전,주방가전,디** ○○ 김** (2022년형),"디자인도 심플하고 깔끔해서 마음에 들어요.  구성품 김치통도 커서 너무 좋네요 
",쇼핑몰
27189,가전,주방가전,디** ○○ 김** (2022년형),"배송도 빨랐고 폐가전도 깔끔하게 처리해 주셔서 좋았습니다. 용량이 큰 줄 알았는데 생각보다 적은 것 같아 약간 실망입니다.
가격은 아주 저렴해서 좋았어요",쇼핑몰
27190,가전,주방가전,디** ○○ 김** (2022년형),부모님 선물 해 드렸는데 방문해 주신 기사님이 친절하셨다고 좋아 합니다. 근데 통속이 깊어서 김치 빼고 넣기가 좀 힘드시다고 하네요. 사이즈가 너무 커서 좋네요,쇼핑몰
27191,가전,주방가전,디** ○○ 김** (2022년형),"배송도 빠르게 해주시고  폐가전까지 깔끔하게  처리 해 주셔서 만족 합니다. 메탈 재질 이라서 손자국이 잘 보여 좀 아쉽네요 
디자인은 제 스타일이라 더욱 정이가요
",쇼핑몰
27192,가전,주방가전,디** ○○ 김** (2022년형),"기사님 친절하고 빠르게 배송 해  주셔서 좋았습니다. 디자인도 심플하고 이뻐 마음에 드네요
심플한 색상이 주방을 화사하게 돋보이게 하네요",쇼핑몰
27193,가전,주방가전,디** ○○ 김** (2022년형),"우선 폐가전까지 처리해 주셔서 감사하고 배송도 빠르게 해주셔서 좋았습니다.어머니께서 소리가 좀 난다고 해서 신경 쓰입니다.
어머님 연세의 분이 사용하기에 어렵지 않아서 안심입니다.",쇼핑몰
27194,가전,주방가전,디** ○○ 김** (2022년형),"빠른 배송도  친절한 기사님 응대가 기분좋게 했습니다. 허나 용량이 생각보다 크지 않아 실망 했습니다 
소음이 거의 없어서 안심이에요
",쇼핑몰
27195,가전,주방가전,디** ○○ 김** (2022년형),"빠른 배송 친절한 기사님도 만족하고, 용량도 커서 너무나 만족합니다. 조작법도 어렵지 않아 너무 좋네요",쇼핑몰
27196,가전,주방가전,디** ○○ 김** (2022년형),컬러감이 심플하니 고급 져서 좋습니다.김치통도 기존 통 보다 단점을 보완해서 더 좋아요,쇼핑몰
27197,가전,주방가전,디** ○○ 김** (2022년형),"제조사 기사님께서 너무나 친절 하시고 빠르게 배송해 주셔서 매우 좋았습니다. 상품 성능도 굿~ 전부 만족 합니다
표면을 장식하는 소재때문인지 때가 잘 타지않아서 청소하기 편하네요.",쇼핑몰
27198,가전,주방가전,디** ○○ 김** (2022년형),친정엄마가 기사님이 친절 하셨고 설명도 잘 해주셨다고 좋아 하셨습니다. 근데 엄마 말씀이 생각보다 용량이 작다고 하셔서 좀 아쉽네요 혼자서도 충분히 사용할수 있다고 하십니다.,쇼핑몰
27199,가전,주방가전,디** ○○ 김** (2022년형),"배송 서비스 빨랐고 친절하셔서 너무나 좋았습니다. 색상도 집에 있는 가전이랑 너무 잘 어울려 좋아요 
소음이 있다고해서 걱정했는데 전혀 느껴지지 않아요.

",쇼핑몰
27200,가전,주방가전,디** ○○ 김** (2022년형),"냉장고 성능 너무 좋아 마음에 듭니다. 제조사 기사님께서 기능 설명도 꼼꼼히 해주시고 친절하셔서 매우 좋았습니다.
함께 챙겨준 추가 김치통 너무 감사해요.
",쇼핑몰
27201,가전,주방가전,디** ○○ 김** (2022년형),소음도 적어서 사용하기 넘 좋고요.  실버 컬러가 너무 고급스워서 만족 합니다. 배송도 빠르게 되어 더욱 좋았습니다,쇼핑몰
27202,가전,주방가전,디** ○○ 김** (2022년형),"엄마가 ㅇㅇㅇ 가전을 좋아 하셔서 구매 했는데 만족 하시네요. 기사님도 친절 하셔서 더욱 좋아 하셨습니다
엄마가 원하는 디자인이라 특히나 좋아하세요",쇼핑몰
27203,가전,주방가전,디** ○○ 김** (2022년형),"폐가전까지 처리해 주셔서 감사하고 배송도 빠르고 친절 하셔서 기분 좋았네요.재질상 메탈 소재 손자국이 잘 보여 그건 좀 불편해요 ㅠㅠ
저렴하게 구매해서 흡족합니다
",쇼핑몰
27204,가전,주방가전,디** ○○ 김** (2022년형),"어머니 선물로 사드렸는데 디자인 심플 하시다고 좋아 하셨고, 성능도 좋다고 만족해하셨습니다. 가격도 저렴하게 구입해서 저도 기분이 좋습니다",쇼핑몰
27205,가전,주방가전,디** ○○ 김** (2022년형),"선물했는데 빠른 배송 친철한 설치에  만족 하셨습니다. 좀 아쉬운 점은 소리가 난다고 해서 기분이 별로 좋지 않네요 
소비효율등급도 1등급이라 좋습니다
",쇼핑몰
27206,가전,주방가전,디** ○○ 김** (2022년형),"엄마가 배송해 주신 기사님들이 친절하셨다고 좋아 하시네요^^ 엄마가 사용 하기에는 용량이 좀 적다고 해서 아쉽습니다
추가 김치통까지 함께 보내주셔서 감사해요.",쇼핑몰
27208,가전,주방가전,디** ○○ 김** (2022년형),"해피콜이 없어서 기분이 상했지만 빠르게 설치되어 좋았습니다. 용량이 큰 줄 알고 샀는데 별로 크지 않아 좀 실망 했습니다.
기대가 너무 컸나요? 설치후 사용해봤는데 품질은 soso하네요.",쇼핑몰
27210,가전,주방가전,디** ○○ 김** (2022년형),"구매 후 5일 만에 설치가 되었고 기사님이 친절 하셔서 좋았습니다. 제품 성능은 너무 좋아 아주 만족 스럽습니다
한눈에 반한 디자인이에요",쇼핑몰
27211,가전,주방가전,디** ○○ 김** (2022년형),"컬러감이 너무나 고급 스러워서 만족 합니다.  다소 배송은 늦어지만 김장철 이라서 이해하고 넘어 갑니다.
설치후 처음에는 약간 버벅거려 불안했는데 이제는 잘 작동해요",쇼핑몰
27212,가전,주방가전,디** ○○ 김** (2022년형),"배송이 늦다고 해서 걱정했는데 생각보다 빨리 와서 좋았습니다. 소음이 약간 발생되어 신경쓰이는 편입니다. 
저렴한 가격에 구매했습니다.
",쇼핑몰
27213,가전,주방가전,디** ○○ 김** (2022년형),"ㅇㅇㅇ 상품 믿고 사용 하는 제품이라서 만족 합니다 . 배송해 주신 기사님들께서 친절 하시고 일 처리도 빨라서 좋았습니다
설치후 사용하는데 소음도 전혀 없고 잘 작동하네요",쇼핑몰
27214,가전,주방가전,디** ○○ 김** (2022년형),"배송 소요 기간은 5일 정도 되었지만 기사님이 친절하게 설명까지 해주셔서 너무나 좋았습니다.  심플한 디자인이 너무 좋아요
소비효율등급도 1등급으로 구매해서 좋아요",쇼핑몰
27216,가전,주방가전,디** OO 김치톡톡 K** (2022년형),부모님댁에 배송되었는데 엄청 친절하게 응대해 주셔서 다고 너무나 좋아하세요. 어머니가 조작법이 아직 익숙지 않아 좀 불편해 하시네요 사이즈가 커서 그런가 특히나 마음에 들어하시네요,쇼핑몰
27217,가전,주방가전,디** OO 김치톡톡 K** (2022년형),"빠르게 배송 설치 및 구매 확정까지 처리가 되어 매우 만족 합니다. 표기된 사이즈보다 살짝 오차가 있어 위치 선정이 힘들었습니다
용량이 엄청 커서 김치보관에 편리해요",쇼핑몰
27218,가전,주방가전,디** OO 김치톡톡 K** (2022년형),"구매 후 이틀 만에 설치가 빠르게 와서 완전 마음에 들어요. ^^ 뚜껑 형만 쓰다가 스탠드형으로 바꾸니 너무 편해 좋습니다.
설치후에 사용하는데 소음도 생각보다 적어서 좋네요",쇼핑몰
27219,가전,주방가전,디** OO 김치톡톡 K** (2022년형),"제가 생각한 대로 디자인이 너무 이쁘고 깔끔해서 마음에 들어요. 설치 기사님 시간도 잘 지켜 주시고 친절하셔서 더욱 만족했습니다
작동법도 쉬워서 편하네요",쇼핑몰
27220,가전,주방가전,디** OO 김치톡톡 K** (2022년형),집에 있는 가전 제품들과 색이  잘 어울려 너무 좋아요. 냉장고 용량도 쓰기 딱 좋아 너무 잘 산 것 같아요 . 기능도 다양해  너무나 만족 스럽습니다,쇼핑몰
27221,가전,주방가전,디** OO 김치톡톡 K** (2022년형),기존 사용하던 냉장고와 사이즈가 동일해 너무나 다행 입니다.  여러가지 기능이 있어 너무 좋아요 소음도 크지 않고 적어서 사용하기 베리베리 굿입니다,쇼핑몰
27222,가전,주방가전,디** OO 김치톡톡 K** (2022년형),"해피콜과 달리 배송이 빨리 되어 너무나 좋았습니다.^^ 스탠드형이라서 그런지 용량이 그렇게 크지 않은 것 같아서 아쉬워요ㅠㅜ
급하게 사서 가격이 비쌀까 걱정했는데 생각보다 저렴해서 안심이에요",쇼핑몰
27223,가전,주방가전,디** OO 김치톡톡 K** (2022년형),"뚜껑형 쓰다가 스탠드형으로 변경하니 허리가 안 아파 너무 좋습니다.용량은 뚜껑형 보다 적어서 그건 좀 아쉽네요 
",쇼핑몰
27224,가전,주방가전,디** OO 김치톡톡 K** (2022년형),"구매 후 2일 만에 배송와서 너무 놀랐고 좋았습니다.매장보다 저렴한 가격에 구입해서 너무 만족 합니다. 추천해요
원하는 색으로 구매하게되어 좋네요",쇼핑몰
